row index,label,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
G_row 703,2,"[0.0, 0.0]","[0.20666539669036865, -0.2119854986667633]","[0.27251967787742615, -0.5477546453475952]","[0.08244460076093674, -0.7253952026367188]","[-0.11350640654563904, -0.7860020995140076]","[0.1956886202096939, -1.0179682970046997]","[0.24014505743980408, -1.4052307605743408]","[0.25350263714790344, -1.6574374437332153]","[0.249914288520813, -1.8727877140045166]","[0.0, -1.0]","[-0.1091512143611908, -1.4468446969985962]","[-0.1818409413099289, -1.7273861169815063]","[-0.2517615258693695, -1.978449821472168]","[-0.15982051193714142, -0.8652148246765137]","[-0.19694934785366058, -1.030266523361206]","[-0.09877608716487885, -0.7583133578300476]","[-0.053467556834220886, -0.5949296355247498]","[-0.2976384460926056, -0.6753798127174377]","[-0.30959969758987427, -0.8318642377853394]","[-0.2185371220111847, -0.6414073705673218]","[-0.17220506072044373, -0.508217453956604]"
G_row 704,2,"[0.0, 0.0]","[0.20995207130908966, -0.2172754555940628]","[0.2772219479084015, -0.5665145516395569]","[0.07722441107034683, -0.7498617768287659]","[-0.12069342285394669, -0.807571291923523]","[0.1965271234512329, -1.0283401012420654]","[0.24242515861988068, -1.4153861999511719]","[0.25426509976387024, -1.6649434566497803]","[0.24993450939655304, -1.878180742263794]","[0.0, -1.0]","[-0.10767100006341934, -1.4496814012527466]","[-0.1736157387495041, -1.7268548011779785]","[-0.23719140887260437, -1.9729701280593872]","[-0.15826629102230072, -0.8540332913398743]","[-0.19078417122364044, -1.0278682708740234]","[-0.08935751765966415, -0.7656615376472473]","[-0.04278964176774025, -0.59743732213974]","[-0.2942241430282593, -0.6545288562774658]","[-0.29972076416015625, -0.8195660710334778]","[-0.20656445622444153, -0.63653564453125]","[-0.16014128923416138, -0.5002852082252502]"
G_row 705,2,"[0.0, 0.0]","[0.20103880763053894, -0.23043224215507507]","[0.24340251088142395, -0.570824146270752]","[0.029223129153251648, -0.7184755206108093]","[-0.17087304592132568, -0.7802353501319885]","[0.20994333922863007, -1.0247374773025513]","[0.30405130982398987, -1.4165141582489014]","[0.35440579056739807, -1.6618021726608276]","[0.3871748149394989, -1.8685728311538696]","[0.0, -0.9999999403953552]","[-0.12070035189390182, -1.4620574712753296]","[-0.20251698791980743, -1.7423756122589111]","[-0.27599501609802246, -1.9821641445159912]","[-0.16455267369747162, -0.8508986830711365]","[-0.2137291133403778, -1.0036194324493408]","[-0.11629576981067657, -0.7547824382781982]","[-0.06627862900495529, -0.5904524922370911]","[-0.2982929050922394, -0.6503174901008606]","[-0.31250202655792236, -0.8048592805862427]","[-0.22644764184951782, -0.6300022006034851]","[-0.17508403956890106, -0.49520421028137207]"
G_row 706,2,"[0.0, 0.0]","[0.19153878092765808, -0.22364002466201782]","[0.2198486030101776, -0.554139256477356]","[-0.008258819580078125, -0.6891971826553345]","[-0.2142859697341919, -0.7574462294578552]","[0.2033662497997284, -1.0044156312942505]","[0.2940310835838318, -1.3859831094741821]","[0.3424690067768097, -1.6334354877471924]","[0.37196674942970276, -1.8489700555801392]","[0.0, -1.0]","[-0.1006135419011116, -1.4585093259811401]","[-0.16932673752307892, -1.7329808473587036]","[-0.23059625923633575, -1.9749964475631714]","[-0.16477347910404205, -0.8721942901611328]","[-0.2354404777288437, -1.0093942880630493]","[-0.1397409737110138, -0.7508142590522766]","[-0.08479864150285721, -0.5926982760429382]","[-0.3026754856109619, -0.689747154712677]","[-0.33105623722076416, -0.8300267457962036]","[-0.24314574897289276, -0.6575538516044617]","[-0.1830167919397354, -0.5386549234390259]"
G_row 707,2,"[0.0, 0.0]","[0.1938672810792923, -0.22028417885303497]","[0.22874195873737335, -0.545046865940094]","[0.005877893418073654, -0.6835582852363586]","[-0.20006805658340454, -0.7447946667671204]","[0.20692138373851776, -1.0020923614501953]","[0.30490943789482117, -1.3845219612121582]","[0.3623599708080292, -1.6326258182525635]","[0.39740461111068726, -1.8449352979660034]","[0.0, -1.0000001192092896]","[-0.09601304680109024, -1.4655914306640625]","[-0.15786482393741608, -1.7536249160766602]","[-0.2169792801141739, -2.0010039806365967]","[-0.16588854789733887, -0.868728518486023]","[-0.22700366377830505, -1.0108476877212524]","[-0.1316024512052536, -0.7649645209312439]","[-0.08016744256019592, -0.596325695514679]","[-0.3019047975540161, -0.6794259548187256]","[-0.31783077120780945, -0.8105194568634033]","[-0.22945953905582428, -0.6447330713272095]","[-0.17013604938983917, -0.5171361565589905]"
G_row 708,2,"[0.0, 0.0]","[0.2036958932876587, -0.2050037384033203]","[0.26804986596107483, -0.5266457200050354]","[0.05468223989009857, -0.6747932434082031]","[-0.15450146794319153, -0.7235923409461975]","[0.21641646325588226, -1.0154391527175903]","[0.307970255613327, -1.414689540863037]","[0.3650874197483063, -1.6731961965560913]","[0.40125930309295654, -1.8926360607147217]","[0.0, -1.0]","[-0.13111087679862976, -1.4656453132629395]","[-0.21210062503814697, -1.749812364578247]","[-0.28437724709510803, -1.996006965637207]","[-0.17088064551353455, -0.8537760376930237]","[-0.20104628801345825, -0.9491501450538635]","[-0.10566051304340363, -0.7127042412757874]","[-0.06265075504779816, -0.5612841248512268]","[-0.30542030930519104, -0.6574162840843201]","[-0.3025040328502655, -0.7580974102020264]","[-0.21450357139110565, -0.5927897691726685]","[-0.1667862981557846, -0.47229456901550293]"
G_row 709,2,"[0.0, 0.0]","[0.19534114003181458, -0.20885345339775085]","[0.2702001929283142, -0.5244963765144348]","[0.06661520898342133, -0.6581133604049683]","[-0.12735533714294434, -0.7222508192062378]","[0.21270909905433655, -1.0231822729110718]","[0.30093827843666077, -1.4197440147399902]","[0.3532172441482544, -1.6792258024215698]","[0.3816472589969635, -1.89127779006958]","[0.0, -0.9999999403953552]","[-0.1274644434452057, -1.458655834197998]","[-0.20798052847385406, -1.7388488054275513]","[-0.28102120757102966, -1.9751194715499878]","[-0.16616880893707275, -0.8496923446655273]","[-0.1947202980518341, -0.9432234764099121]","[-0.09547264128923416, -0.7034732699394226]","[-0.04758283495903015, -0.5542877316474915]","[-0.30029767751693726, -0.6518720388412476]","[-0.28561368584632874, -0.7294672727584839]","[-0.19765201210975647, -0.5578016638755798]","[-0.14846649765968323, -0.4449796676635742]"
G_row 710,2,"[0.0, 0.0]","[0.20413587987422943, -0.1832347810268402]","[0.26993343234062195, -0.490508496761322]","[0.07109439373016357, -0.6249778866767883]","[-0.13202933967113495, -0.6790792346000671]","[0.21492035686969757, -1.0209296941757202]","[0.29036712646484375, -1.4291340112686157]","[0.329696923494339, -1.691872000694275]","[0.34802141785621643, -1.9074492454528809]","[0.0, -0.9999999403953552]","[-0.12963388860225677, -1.4747358560562134]","[-0.21427986025810242, -1.7752978801727295]","[-0.28918078541755676, -2.0293548107147217]","[-0.16820062696933746, -0.8521520495414734]","[-0.18431133031845093, -0.9537111520767212]","[-0.09004310518503189, -0.710554838180542]","[-0.04725426435470581, -0.5633154511451721]","[-0.3010406792163849, -0.6542844176292419]","[-0.28403255343437195, -0.7525302171707153]","[-0.2008129060268402, -0.5815765261650085]","[-0.15700000524520874, -0.46364307403564453]"
G_row 711,2,"[0.0, 0.0]","[0.19697143137454987, -0.18310239911079407]","[0.26649007201194763, -0.507916271686554]","[0.06389059126377106, -0.6488732099533081]","[-0.14066945016384125, -0.694974422454834]","[0.2115948647260666, -1.0161027908325195]","[0.29213327169418335, -1.4153295755386353]","[0.33745718002319336, -1.6716386079788208]","[0.3610452711582184, -1.8814871311187744]","[0.0, -0.9999999403953552]","[-0.11447956413030624, -1.4728074073791504]","[-0.18397611379623413, -1.7688606977462769]","[-0.24909228086471558, -2.019977331161499]","[-0.16587857902050018, -0.8574680089950562]","[-0.18934708833694458, -0.9680395722389221]","[-0.09578750282526016, -0.7154213190078735]","[-0.05204632878303528, -0.5546334385871887]","[-0.30084648728370667, -0.6639696359634399]","[-0.28452348709106445, -0.7473961114883423]","[-0.20005451142787933, -0.5589547157287598]","[-0.15479567646980286, -0.4299180209636688]"
G_row 712,2,"[0.0, 0.0]","[0.19672633707523346, -0.19347690045833588]","[0.27379292249679565, -0.5060631036758423]","[0.08167344331741333, -0.6522466540336609]","[-0.1175021380186081, -0.7105746269226074]","[0.20707368850708008, -1.0120749473571777]","[0.28974929451942444, -1.4089215993881226]","[0.3364240825176239, -1.6649211645126343]","[0.3593006730079651, -1.8803739547729492]","[0.0, -0.9999999403953552]","[-0.11228848248720169, -1.4703781604766846]","[-0.17984811961650848, -1.7598828077316284]","[-0.244020015001297, -2.005380153656006]","[-0.16479294002056122, -0.8558712005615234]","[-0.18830987811088562, -0.9690510630607605]","[-0.09118421375751495, -0.7262758612632751]","[-0.04518788307905197, -0.5691078901290894]","[-0.2974381744861603, -0.6562327742576599]","[-0.28419357538223267, -0.7378600239753723]","[-0.19809231162071228, -0.5647534132003784]","[-0.1515200138092041, -0.44429701566696167]"
G_row 713,2,"[0.0, 0.0]","[0.19400839507579803, -0.1938496232032776]","[0.27162042260169983, -0.5047797560691833]","[0.07662304490804672, -0.642802894115448]","[-0.125689297914505, -0.6965141892433167]","[0.20766708254814148, -1.0085399150848389]","[0.28628265857696533, -1.4069770574569702]","[0.3308078646659851, -1.6626816987991333]","[0.351598858833313, -1.8775802850723267]","[0.0, -0.9999999403953552]","[-0.11217430979013443, -1.4708548784255981]","[-0.17911653220653534, -1.7593324184417725]","[-0.24226559698581696, -2.006695508956909]","[-0.16342580318450928, -0.8598347902297974]","[-0.18719002604484558, -0.9438909292221069]","[-0.09089407324790955, -0.69769287109375]","[-0.04296272620558739, -0.5485900640487671]","[-0.294847309589386, -0.6663329005241394]","[-0.2814393639564514, -0.7117915749549866]","[-0.1967075914144516, -0.536274790763855]","[-0.14838717877864838, -0.42631301283836365]"
G_row 714,2,"[0.0, 0.0]","[0.1969643384218216, -0.2099718451499939]","[0.27454259991645813, -0.5236814618110657]","[0.07824692130088806, -0.6780407428741455]","[-0.12106446921825409, -0.7410584688186646]","[0.20772606134414673, -1.0178251266479492]","[0.2801453471183777, -1.4238876104354858]","[0.3155187666416168, -1.6824746131896973]","[0.3324969708919525, -1.898228406906128]","[0.0, -1.0000001192092896]","[-0.11928009241819382, -1.46776282787323]","[-0.19360707700252533, -1.7586394548416138]","[-0.2614772617816925, -2.0086827278137207]","[-0.16462650895118713, -0.8580038547515869]","[-0.19204096496105194, -0.9665841460227966]","[-0.08937061578035355, -0.719537615776062]","[-0.039679378271102905, -0.5622172951698303]","[-0.29817530512809753, -0.6615333557128906]","[-0.279319167137146, -0.7213398814201355]","[-0.19531594216823578, -0.5514300465583801]","[-0.15375879406929016, -0.4389691650867462]"
G_row 715,2,"[0.0, 0.0]","[0.1954968124628067, -0.21677060425281525]","[0.2730446755886078, -0.5284097790718079]","[0.102088063955307, -0.6874568462371826]","[-0.08459081500768661, -0.7478821873664856]","[0.20664827525615692, -1.0317566394805908]","[0.277187317609787, -1.4344574213027954]","[0.31003251671791077, -1.6841161251068115]","[0.32584744691848755, -1.8989540338516235]","[0.0, -1.0]","[-0.10514306277036667, -1.4702779054641724]","[-0.17739860713481903, -1.7616760730743408]","[-0.24583612382411957, -2.0155985355377197]","[-0.16605588793754578, -0.8433430790901184]","[-0.18505354225635529, -0.96987384557724]","[-0.08879518508911133, -0.7324832677841187]","[-0.039353445172309875, -0.5786262154579163]","[-0.30249184370040894, -0.6313483119010925]","[-0.29320210218429565, -0.7340765595436096]","[-0.2069770246744156, -0.5687423348426819]","[-0.15718039870262146, -0.4481465220451355]"
G_row 716,2,"[0.0, 0.0]","[0.20783677697181702, -0.21698765456676483]","[0.2829848527908325, -0.5382863879203796]","[0.11883004009723663, -0.7010717391967773]","[-0.06996207684278488, -0.7601942420005798]","[0.2051289975643158, -1.0387227535247803]","[0.27116191387176514, -1.4474475383758545]","[0.3097371459007263, -1.7112196683883667]","[0.3290708363056183, -1.9315752983093262]","[0.0, -1.0]","[-0.11572381108999252, -1.4810457229614258]","[-0.18397055566310883, -1.7657737731933594]","[-0.24561205506324768, -2.0099363327026367]","[-0.16663211584091187, -0.8394496440887451]","[-0.18143624067306519, -0.971679151058197]","[-0.07771609723567963, -0.7142032980918884]","[-0.02454232983291149, -0.5566879510879517]","[-0.3084257245063782, -0.6263576149940491]","[-0.30607926845550537, -0.7740684151649475]","[-0.2082493156194687, -0.5905206203460693]","[-0.14693063497543335, -0.4580579102039337]"
G_row 717,2,"[0.0, 0.0]","[0.19410420954227448, -0.21521137654781342]","[0.2796359360218048, -0.5201528072357178]","[0.13307107985019684, -0.6827400922775269]","[-0.04506172612309456, -0.7582907676696777]","[0.20460157096385956, -1.0295498371124268]","[0.28085190057754517, -1.435176134109497]","[0.32004299759864807, -1.6947435140609741]","[0.3382664918899536, -1.9138703346252441]","[0.0, -0.9999999403953552]","[-0.10333072394132614, -1.4701898097991943]","[-0.16808916628360748, -1.7526617050170898]","[-0.22883176803588867, -1.9946998357772827]","[-0.16876301169395447, -0.8494735360145569]","[-0.16809120774269104, -0.9725052118301392]","[-0.0642634779214859, -0.7256435751914978]","[-0.013955616392195225, -0.5656260251998901]","[-0.31133008003234863, -0.6435624361038208]","[-0.28006482124328613, -0.7558120489120483]","[-0.18472886085510254, -0.5812410712242126]","[-0.12983547151088715, -0.4543828070163727]"
G_row 718,2,"[0.0, 0.0]","[0.20150525867938995, -0.20956900715827942]","[0.27703726291656494, -0.5443255305290222]","[0.08778590708971024, -0.7191806435585022]","[-0.11064355820417404, -0.7761675715446472]","[0.2059839814901352, -1.0170886516571045]","[0.26364588737487793, -1.429743766784668]","[0.2946760058403015, -1.6901252269744873]","[0.309922456741333, -1.9085410833358765]","[0.0, -0.9999999403953552]","[-0.11154469847679138, -1.4817562103271484]","[-0.1801450550556183, -1.7710506916046143]","[-0.24587388336658478, -2.013293504714966]","[-0.16669918596744537, -0.8598261475563049]","[-0.17432041466236115, -0.9778847098350525]","[-0.08062311261892319, -0.7411648035049438]","[-0.04320904612541199, -0.5933440923690796]","[-0.3076474964618683, -0.6682599186897278]","[-0.2903217375278473, -0.8044934868812561]","[-0.2093457281589508, -0.6370994448661804]","[-0.17135803401470184, -0.5129235982894897]"
G_row 719,2,"[0.0, 0.0]","[0.21175023913383484, -0.1926671415567398]","[0.3043243885040283, -0.5366352796554565]","[0.14782480895519257, -0.7273103594779968]","[-0.05815752595663071, -0.7535076141357422]","[0.2070976197719574, -1.0117262601852417]","[0.2944684624671936, -1.4235789775848389]","[0.34840837121009827, -1.6795146465301514]","[0.37575483322143555, -1.8859165906906128]","[0.0, -1.0]","[-0.08318624645471573, -1.4951345920562744]","[-0.12802952527999878, -1.7865251302719116]","[-0.1819685995578766, -2.020298719406128]","[-0.17061693966388702, -0.8610281348228455]","[-0.13849292695522308, -0.9701985716819763]","[-0.04557046294212341, -0.7550987601280212]","[-0.016287844628095627, -0.6179463267326355]","[-0.3117827773094177, -0.6676845550537109]","[-0.24278020858764648, -0.7820072770118713]","[-0.14713159203529358, -0.6366401314735413]","[-0.10595019906759262, -0.5266943573951721]"
G_row 720,2,"[0.0, 0.0]","[0.20557911694049835, -0.18866747617721558]","[0.328901469707489, -0.5112121105194092]","[0.22876016795635223, -0.7179702520370483]","[0.04873460903763771, -0.7638391256332397]","[0.21746788918972015, -1.0020774602890015]","[0.3089096248149872, -1.4009071588516235]","[0.3527197539806366, -1.6552010774612427]","[0.3790290057659149, -1.8633381128311157]","[0.0, -1.0]","[-0.0702940821647644, -1.4803680181503296]","[-0.11239120364189148, -1.7644429206848145]","[-0.15826255083084106, -1.9997888803482056]","[-0.18334203958511353, -0.8773279786109924]","[-0.09935028851032257, -0.9858578443527222]","[-0.01010977104306221, -0.7478376626968384]","[0.010247986763715744, -0.5948213338851929]","[-0.3338349163532257, -0.6973831653594971]","[-0.22626696527004242, -0.8165979981422424]","[-0.133149191737175, -0.6374192833900452]","[-0.10706473141908646, -0.5071537494659424]"
G_row 721,2,"[0.0, 0.0]","[0.2133462131023407, -0.184364452958107]","[0.32674556970596313, -0.5005097985267639]","[0.2166452556848526, -0.6886101365089417]","[0.043823257088661194, -0.7540879249572754]","[0.1995462328195572, -1.0091532468795776]","[0.2931723892688751, -1.3956217765808105]","[0.3389427363872528, -1.6422802209854126]","[0.3652299642562866, -1.8508577346801758]","[0.0, -1.0]","[-0.0683031678199768, -1.468226671218872]","[-0.10297224670648575, -1.7491180896759033]","[-0.14148108661174774, -1.9848111867904663]","[-0.16873031854629517, -0.8785451054573059]","[-0.08521799743175507, -0.9985129237174988]","[0.014397436752915382, -0.733785092830658]","[0.0429886132478714, -0.549399733543396]","[-0.308733195066452, -0.7011980414390564]","[-0.20466874539852142, -0.8187453746795654]","[-0.10392066091299057, -0.6189042329788208]","[-0.06366008520126343, -0.4550609290599823]"
G_row 722,2,"[0.0, 0.0]","[0.1997169852256775, -0.18646475672721863]","[0.30149343609809875, -0.49386024475097656]","[0.18454977869987488, -0.6558495163917542]","[0.00905474741011858, -0.7146168947219849]","[0.19578057527542114, -1.0140161514282227]","[0.2779254913330078, -1.3843820095062256]","[0.3219600021839142, -1.6241705417633057]","[0.3480108082294464, -1.8282674551010132]","[0.0, -1.0]","[-0.07181306183338165, -1.4382017850875854]","[-0.11208824813365936, -1.7122764587402344]","[-0.15398693084716797, -1.9441958665847778]","[-0.16945424675941467, -0.8672094345092773]","[-0.10445573180913925, -0.9760326743125916]","[-0.02261105552315712, -0.7245375514030457]","[-0.002686097053810954, -0.5612976551055908]","[-0.31281593441963196, -0.6796994209289551]","[-0.22850143909454346, -0.785337507724762]","[-0.1398300677537918, -0.5996190905570984]","[-0.10514665395021439, -0.45798271894454956]"
G_row 723,2,"[0.0, 0.0]","[0.2104908674955368, -0.22063088417053223]","[0.3079882264137268, -0.5762635469436646]","[0.17094935476779938, -0.7630966305732727]","[-0.0366477370262146, -0.7719787359237671]","[0.20427022874355316, -1.0116413831710815]","[0.2886950373649597, -1.417019009590149]","[0.33827945590019226, -1.670434832572937]","[0.36218634247779846, -1.8886429071426392]","[0.0, -1.0]","[-0.07211024314165115, -1.476860523223877]","[-0.11743327230215073, -1.767403483390808]","[-0.17474159598350525, -2.017005443572998]","[-0.17959801852703094, -0.8614863753318787]","[-0.12171772122383118, -0.9912413358688354]","[-0.017728233709931374, -0.7544906735420227]","[0.012679653242230415, -0.6043598651885986]","[-0.3417777419090271, -0.6664227843284607]","[-0.2658570408821106, -0.7967948317527771]","[-0.16784898936748505, -0.6381163001060486]","[-0.13123850524425507, -0.5179533362388611]"
G_row 724,2,"[0.0, 0.0]","[0.1903916597366333, -0.20368541777133942]","[0.29026609659194946, -0.5600472688674927]","[0.12498391419649124, -0.7569550275802612]","[-0.08802802860736847, -0.7447887063026428]","[0.19879794120788574, -1.0224424600601196]","[0.26799246668815613, -1.443505883216858]","[0.3114529848098755, -1.6926294565200806]","[0.3327641487121582, -1.8974194526672363]","[0.0, -0.9999999403953552]","[-0.08704469352960587, -1.483139157295227]","[-0.13942870497703552, -1.7723451852798462]","[-0.20232786238193512, -2.0094950199127197]","[-0.16361451148986816, -0.8584131002426147]","[-0.17017875611782074, -0.995413064956665]","[-0.06401807069778442, -0.7750592827796936]","[-0.01740356720983982, -0.6213467717170715]","[-0.30264925956726074, -0.660365879535675]","[-0.27000683546066284, -0.803500771522522]","[-0.16966229677200317, -0.6548076868057251]","[-0.12091075628995895, -0.528120219707489]"
G_row 725,2,"[0.0, 0.0]","[0.20500850677490234, -0.2357095330953598]","[0.2770213782787323, -0.5941663384437561]","[0.08517009764909744, -0.7730644345283508]","[-0.12799608707427979, -0.7872376441955566]","[0.2039673626422882, -1.0396323204040527]","[0.26677370071411133, -1.4644477367401123]","[0.30416592955589294, -1.7225239276885986]","[0.31890252232551575, -1.9343934059143066]","[0.0, -1.0]","[-0.10160181671380997, -1.4983339309692383]","[-0.156866192817688, -1.7887965440750122]","[-0.21710681915283203, -2.02707576751709]","[-0.16757671535015106, -0.8435977697372437]","[-0.1805240362882614, -0.9920822381973267]","[-0.08027856796979904, -0.760336697101593]","[-0.038139112293720245, -0.6058381199836731]","[-0.31385040283203125, -0.6380693316459656]","[-0.29959872364997864, -0.8055418133735657]","[-0.20862191915512085, -0.6513394117355347]","[-0.16316112875938416, -0.5242432951927185]"
G_row 726,2,"[0.0, 0.0]","[0.2045229971408844, -0.23309238255023956]","[0.28100985288619995, -0.5678408741950989]","[0.059276383370161057, -0.7285668253898621]","[-0.13975490629673004, -0.7900240421295166]","[0.20825929939746857, -1.0325912237167358]","[0.2571568489074707, -1.4366108179092407]","[0.26954585313796997, -1.6903825998306274]","[0.26611006259918213, -1.9005331993103027]","[0.0, -1.0]","[-0.10665016621351242, -1.4616587162017822]","[-0.17981213331222534, -1.7451677322387695]","[-0.25008612871170044, -1.9892733097076416]","[-0.16691350936889648, -0.8549544215202332]","[-0.20340390503406525, -0.986095130443573]","[-0.11183510720729828, -0.7575863599777222]","[-0.06891629099845886, -0.6056495308876038]","[-0.31173399090766907, -0.6570361256599426]","[-0.30292096734046936, -0.7754002809524536]","[-0.22162117063999176, -0.618482768535614]","[-0.1813121885061264, -0.4994211196899414]"
G_row 727,2,"[0.0, 0.0]","[0.20362567901611328, -0.24795974791049957]","[0.2801414728164673, -0.5906751155853271]","[0.061465341597795486, -0.757056713104248]","[-0.13489340245723724, -0.802243709564209]","[0.20767545700073242, -1.0345827341079712]","[0.24934740364551544, -1.4430866241455078]","[0.2610536515712738, -1.6991106271743774]","[0.25761085748672485, -1.9095216989517212]","[0.0, -0.9999999403953552]","[-0.11684919893741608, -1.4719676971435547]","[-0.19536054134368896, -1.7502161264419556]","[-0.2682972848415375, -1.9859280586242676]","[-0.16367357969284058, -0.8535528779029846]","[-0.19608531892299652, -0.9800974130630493]","[-0.1067967638373375, -0.7714539766311646]","[-0.06455148011445999, -0.6346517205238342]","[-0.3037198781967163, -0.6597990989685059]","[-0.2960739731788635, -0.787416398525238]","[-0.21457727253437042, -0.6404063105583191]","[-0.1712438315153122, -0.5266686677932739]"
G_row 728,3,"[0.0, 0.0]","[0.2970060408115387, -0.2648340165615082]","[0.510032594203949, -0.6158273220062256]","[0.7044807076454163, -0.8442950248718262]","[0.8891821503639221, -0.9895817637443542]","[0.20632296800613403, -1.0773674249649048]","[0.21241217851638794, -1.5012166500091553]","[0.19997738301753998, -1.756484031677246]","[0.17452958226203918, -1.9733564853668213]","[0.0, -1.0]","[-0.17548885941505432, -1.3895819187164307]","[-0.2950643002986908, -1.6287808418273926]","[-0.4065556824207306, -1.83881676197052]","[-0.16306811571121216, -0.8103927969932556]","[-0.23540782928466797, -0.8581019043922424]","[-0.11103462427854538, -0.6045060753822327]","[-0.024163134396076202, -0.5159821510314941]","[-0.3079015016555786, -0.5823367238044739]","[-0.3700750768184662, -0.6257995963096619]","[-0.24660734832286835, -0.4539382755756378]","[-0.14827537536621094, -0.3989115059375763]"
G_row 729,3,"[0.0, 0.0]","[0.30774039030075073, -0.2656899392604828]","[0.5231635570526123, -0.6301420331001282]","[0.7104054093360901, -0.8629109859466553]","[0.8858230710029602, -1.0028176307678223]","[0.20478956401348114, -1.080701231956482]","[0.20472197234630585, -1.5033705234527588]","[0.19130674004554749, -1.7579630613327026]","[0.16500075161457062, -1.9738725423812866]","[0.0, -1.0]","[-0.1713920384645462, -1.3932359218597412]","[-0.28311094641685486, -1.6336231231689453]","[-0.3881860077381134, -1.845747709274292]","[-0.16068536043167114, -0.8083295226097107]","[-0.22423219680786133, -0.8630161881446838]","[-0.10243643075227737, -0.6101407408714294]","[-0.0203584972769022, -0.5183544158935547]","[-0.30224087834358215, -0.5783711671829224]","[-0.3613671362400055, -0.622595489025116]","[-0.24098028242588043, -0.45086342096328735]","[-0.14679574966430664, -0.39175814390182495]"
G_row 730,3,"[0.0, 0.0]","[0.296988308429718, -0.2544238567352295]","[0.5099766254425049, -0.6128552556037903]","[0.6986809968948364, -0.8368480801582336]","[0.8874506950378418, -0.9606057405471802]","[0.2075667381286621, -1.0790807008743286]","[0.20501847565174103, -1.4977551698684692]","[0.1915314942598343, -1.7510343790054321]","[0.17480868101119995, -1.9654923677444458]","[0.0, -1.0]","[-0.16361774504184723, -1.3946679830551147]","[-0.26707130670547485, -1.6341981887817383]","[-0.36114171147346497, -1.8516263961791992]","[-0.16411444544792175, -0.8097336292266846]","[-0.21518246829509735, -0.8603556752204895]","[-0.1013985127210617, -0.6102241277694702]","[-0.027494637295603752, -0.5114118456840515]","[-0.30565208196640015, -0.5777735710144043]","[-0.35299792885780334, -0.6217884421348572]","[-0.23531612753868103, -0.4497092664241791]","[-0.14843828976154327, -0.38340121507644653]"
G_row 731,3,"[0.0, 0.0]","[0.2913816273212433, -0.2436583936214447]","[0.5025116205215454, -0.5935355424880981]","[0.6816658973693848, -0.8040475845336914]","[0.8671550154685974, -0.9264378547668457]","[0.20135638117790222, -1.064850091934204]","[0.19948546588420868, -1.4795918464660645]","[0.18950755894184113, -1.7311069965362549]","[0.17314210534095764, -1.953020691871643]","[0.0, -0.9999999403953552]","[-0.13579384982585907, -1.385666012763977]","[-0.2180466502904892, -1.6146795749664307]","[-0.3024909496307373, -1.8368942737579346]","[-0.1668974906206131, -0.8254832625389099]","[-0.16523213684558868, -0.8707751631736755]","[-0.06708207726478577, -0.6181966662406921]","[-0.02489636093378067, -0.53301602602005]","[-0.30820441246032715, -0.6128475069999695]","[-0.3021954596042633, -0.6639951467514038]","[-0.19752216339111328, -0.48543110489845276]","[-0.14246386289596558, -0.4238244593143463]"
G_row 732,3,"[0.0, 0.0]","[0.2860863506793976, -0.22847384214401245]","[0.5078719854354858, -0.5592641234397888]","[0.7014628648757935, -0.7487890124320984]","[0.9103848934173584, -0.8512930870056152]","[0.20465978980064392, -1.0506761074066162]","[0.21455252170562744, -1.4796829223632812]","[0.21108180284500122, -1.7374625205993652]","[0.20328882336616516, -1.968507170677185]","[0.0, -1.0]","[-0.10496542602777481, -1.377747893333435]","[-0.17822419106960297, -1.6112279891967773]","[-0.2542627155780792, -1.8377559185028076]","[-0.18069380521774292, -0.8449373245239258]","[-0.15829478204250336, -0.8804851770401001]","[-0.07801226526498795, -0.6379615068435669]","[-0.04649295657873154, -0.5402745604515076]","[-0.3375282883644104, -0.6464522480964661]","[-0.3249201774597168, -0.7005048990249634]","[-0.23652467131614685, -0.539503276348114]","[-0.18553626537322998, -0.4628455340862274]"
G_row 733,3,"[0.0, 0.0]","[0.27855783700942993, -0.23084457218647003]","[0.500725269317627, -0.5467326641082764]","[0.6902579069137573, -0.7358635663986206]","[0.8886488080024719, -0.8455597162246704]","[0.203507661819458, -1.0417745113372803]","[0.2163798213005066, -1.4535444974899292]","[0.21923097968101501, -1.703006386756897]","[0.2113933563232422, -1.927465796470642]","[0.0, -0.9999999403953552]","[-0.08660198748111725, -1.3397963047027588]","[-0.1469753533601761, -1.555896520614624]","[-0.2179475575685501, -1.766334891319275]","[-0.18052524328231812, -0.8524546027183533]","[-0.14244453608989716, -0.8313630223274231]","[-0.06563548743724823, -0.6105275750160217]","[-0.039990346878767014, -0.5312663912773132]","[-0.3333612084388733, -0.6587844491004944]","[-0.29685455560684204, -0.6335693597793579]","[-0.20574037730693817, -0.4897978603839874]","[-0.1593664586544037, -0.4400222599506378]"
